EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_108125, De Villiers, Cédric, (024) 777 737 543, cedric.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_108126, Delon, Carine, (024) 777 513 375, carine.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_108127, De Decker, Luc, (024) 777 546 489, luc.dedecker@heig-vd.ch, MALE, TIN, Administratif
EID_108128, Marchand, Anne, (024) 777 654 116, anne.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_108129, Bauer, Julien, (024) 777 143 314, julien.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_108130, Durant, Albert, (024) 777 139 769, albert.durant@heig-vd.ch, MALE, TIN, Professeur
EID_108131, Bauer, Emil, (024) 777 296 559, emil.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_108132, Smith, Julie, (024) 777 479 738, julie.smith@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108133, De Villiers, Julie, (024) 777 117 410, julie.devilliers@heig-vd.ch, FEMALE, TIC, Administratif
EID_108134, Bauer, Bryan, (024) 777 455 493, bryan.bauer@heig-vd.ch, MALE, EC, Assistant
EID_108135, Marchand, Anne, (024) 777 710 333, anne.marchand@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108136, Dupont, Bernadette, (024) 777 234 759, bernadette.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_108137, Delon, Irène, (024) 777 559 330, irene.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_108138, De Decker, Danièle, (024) 777 516 616, daniele.dedecker@heig-vd.ch, FEMALE, EC, Administratif
EID_108139, Delon, Marc, (024) 777 433 608, marc.delon@heig-vd.ch, MALE, TIN, Professeur
EID_108140, De Villiers, Jimmy, (024) 777 794 799, jimmy.devilliers@heig-vd.ch, MALE, DEPG, Administratif
EID_108141, Marchand, Anne, (024) 777 658 255, anne.marchand@heig-vd.ch, FEMALE, TIC, Assistant
EID_108142, Dupond, Fabien, (024) 777 299 291, fabien.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_108143, Marchand, Bernard, (024) 777 465 336, bernard.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_108144, Jones, Julie, (024) 777 781 262, julie.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_108145, Durant, Henriette, (024) 777 728 470, henriette.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_108146, Marchand, Edgar, (024) 777 443 731, edgar.marchand@heig-vd.ch, MALE, COMEM, Professeur
EID_108147, Smith, Evelyne, (024) 777 708 516, evelyne.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108148, Simpson, Jimmy, (024) 777 774 265, jimmy.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_108149, Durant, Emma, (024) 777 421 466, emma.durant@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108150, Dupont, Carole, (024) 777 455 707, carole.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108151, Clément, Dorothé, (024) 777 377 852, dorothe.clement@heig-vd.ch, FEMALE, HEG, Assistant
EID_108152, Simpson, Gilles, (024) 777 415 178, gilles.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_108153, Dupont, Albert, (024) 777 325 704, albert.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_108154, Belmondo, Faustine, (024) 777 561 613, faustine.belmondo@heig-vd.ch, FEMALE, EC, Assistant
EID_108155, Jones, Henri, (024) 777 313 787, henri.jones@heig-vd.ch, MALE, DEPG, Administratif
EID_108156, Dupond, Luc, (024) 777 714 494, luc.dupond@heig-vd.ch, MALE, HEG, Administratif
EID_108157, Durant, Carole, (024) 777 762 563, carole.durant@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108158, Dupond, Luc, (024) 777 405 631, luc.dupond@heig-vd.ch, MALE, TIN, Professeur
EID_108159, De Villiers, Marc, (024) 777 840 173, marc.devilliers@heig-vd.ch, MALE, TIC, Administratif
EID_108160, Bauer, Luc, (024) 777 339 415, luc.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_108161, Delon, Didier, (024) 777 241 565, didier.delon@heig-vd.ch, MALE, EC, Assistant
EID_108162, Smith, Carine, (024) 777 182 778, carine.smith@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108163, Delon, Albert, (024) 777 262 450, albert.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_108164, De Villiers, Julien, (024) 777 743 391, julien.devilliers@heig-vd.ch, MALE, HEG, Professeur
EID_108165, Bauer, Dylan, (024) 777 774 251, dylan.bauer@heig-vd.ch, MALE, EC, Administratif
EID_108166, Durant, Luc, (024) 777 108 257, luc.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_108167, Marchand, Fabrice, (024) 777 585 441, fabrice.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_108168, De Decker, Albert, (024) 777 217 650, albert.dedecker@heig-vd.ch, MALE, COMEM, Administratif
EID_108169, Dupond, Albert, (024) 777 246 794, albert.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_108170, Simpson, Dylan, (024) 777 898 140, dylan.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_108171, Dupont, Dylan, (024) 777 472 806, dylan.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_108172, Delon, Emil, (024) 777 583 182, emil.delon@heig-vd.ch, MALE, COMEM, Administratif
EID_108173, Durant, Guillaume, (024) 777 331 679, guillaume.durant@heig-vd.ch, MALE, TIC, Assistant
EID_108174, Simpson, Lucien, (024) 777 592 184, lucien.simpson@heig-vd.ch, MALE, EC, Administratif
EID_108175, Dupont, Anne, (024) 777 495 370, anne.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_108176, Delon, Jimmy, (024) 777 205 168, jimmy.delon@heig-vd.ch, MALE, TIN, Professeur
EID_108177, Belmondo, Amélie, (024) 777 587 836, amelie.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_108178, Clément, Lucien, (024) 777 153 360, lucien.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_108179, Bauer, Amélie, (024) 777 290 272, amelie.bauer@heig-vd.ch, FEMALE, TIC, Professeur
EID_108180, Clément, Didier, (024) 777 177 839, didier.clement@heig-vd.ch, MALE, TIC, Etudiant
EID_108181, Delon, Gontran, (024) 777 420 420, gontran.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_108182, Marchand, Edgar, (024) 777 530 763, edgar.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_108183, Marchand, Dorothé, (024) 777 653 166, dorothe.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108184, Jones, Jimmy, (024) 777 498 624, jimmy.jones@heig-vd.ch, MALE, DEPG, Administratif
EID_108185, Smith, Frédéric, (024) 777 269 406, frederic.smith@heig-vd.ch, MALE, TIC, Administratif
EID_108186, Delon, Henriette, (024) 777 465 148, henriette.delon@heig-vd.ch, FEMALE, TIN, Professeur
EID_108187, Marchand, Anne, (024) 777 889 189, anne.marchand@heig-vd.ch, FEMALE, HEG, Administratif
EID_108188, Jones, Lucien, (024) 777 112 568, lucien.jones@heig-vd.ch, MALE, EC, Assistant
EID_108189, Smith, Cédric, (024) 777 817 153, cedric.smith@heig-vd.ch, MALE, TIC, Assistant
EID_108190, Smith, Henriette, (024) 777 180 737, henriette.smith@heig-vd.ch, FEMALE, TIN, Professeur
EID_108191, Marchand, Brigitte, (024) 777 333 264, brigitte.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108192, Marchand, Lucien, (024) 777 632 465, lucien.marchand@heig-vd.ch, MALE, COMEM, Professeur
EID_108193, Dupont, Dylan, (024) 777 197 808, dylan.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_108194, Smith, Henriette, (024) 777 191 273, henriette.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_108195, Belmondo, Aurore, (024) 777 145 123, aurore.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_108196, Delon, Bernadette, (024) 777 201 388, bernadette.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108197, Clément, Frédéric, (024) 777 194 563, frederic.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_108198, Marchand, Lucien, (024) 777 306 871, lucien.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_108199, Marchand, Frédéric, (024) 777 475 452, frederic.marchand@heig-vd.ch, MALE, TIN, Assistant
EID_108200, Smith, Brigitte, (024) 777 179 324, brigitte.smith@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108201, Delon, Amélie, (024) 777 359 220, amelie.delon@heig-vd.ch, FEMALE, EC, Administratif
EID_108202, Belmondo, Emilie, (024) 777 746 268, emilie.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_108203, Belmondo, Albert, (024) 777 426 520, albert.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_108204, Delon, Marc, (024) 777 373 623, marc.delon@heig-vd.ch, MALE, TIN, Assistant
EID_108205, Smith, Frédéric, (024) 777 716 633, frederic.smith@heig-vd.ch, MALE, TIN, Professeur
EID_108206, Delon, Danièle, (024) 777 661 820, daniele.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_108207, Durant, Bernadette, (024) 777 345 601, bernadette.durant@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108208, Dupond, Danièle, (024) 777 306 514, daniele.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_108209, Jones, Faustine, (024) 777 414 609, faustine.jones@heig-vd.ch, FEMALE, HEG, Assistant
EID_108210, De Decker, Irène, (024) 777 559 784, irene.dedecker@heig-vd.ch, FEMALE, TIC, Assistant
EID_108211, Delon, Edgar, (024) 777 314 453, edgar.delon@heig-vd.ch, MALE, EC, Etudiant
EID_108212, De Decker, Julie, (024) 777 195 730, julie.dedecker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108213, Clément, Marc, (024) 777 209 448, marc.clement@heig-vd.ch, MALE, DEPG, Etudiant
EID_108214, Dupont, Georgette, (024) 777 442 120, georgette.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108215, Smith, Anne, (024) 777 319 381, anne.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108216, Smith, Lucien, (024) 777 217 743, lucien.smith@heig-vd.ch, MALE, EC, Professeur
EID_108217, Marchand, Fabienne, (024) 777 454 130, fabienne.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108218, Marchand, Dylan, (024) 777 665 189, dylan.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_108219, De Decker, Emma, (024) 777 679 717, emma.dedecker@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108220, Durant, Gontran, (024) 777 805 679, gontran.durant@heig-vd.ch, MALE, TIN, Professeur
EID_108221, Smith, Guillaume, (024) 777 768 883, guillaume.smith@heig-vd.ch, MALE, HEG, Administratif
EID_108222, Delon, Fabienne, (024) 777 102 779, fabienne.delon@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108223, Delon, Danièle, (024) 777 500 377, daniele.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_108224, Delon, Christine, (024) 777 347 369, christine.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108225, Belmondo, Emma, (024) 777 521 230, emma.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_108226, Smith, Jimmy, (024) 777 643 562, jimmy.smith@heig-vd.ch, MALE, COMEM, Assistant
EID_108227, Delon, Gilles, (024) 777 521 402, gilles.delon@heig-vd.ch, MALE, COMEM, Professeur
EID_108228, Smith, Charles, (024) 777 376 716, charles.smith@heig-vd.ch, MALE, EC, Administratif
EID_108229, Bauer, Bryan, (024) 777 471 705, bryan.bauer@heig-vd.ch, MALE, EC, Administratif
EID_108230, De Decker, Christine, (024) 777 124 321, christine.dedecker@heig-vd.ch, FEMALE, TIN, Administratif
EID_108231, Bauer, Henriette, (024) 777 300 782, henriette.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_108232, Dupont, Cédric, (024) 777 340 119, cedric.dupont@heig-vd.ch, MALE, TIC, Professeur
EID_108233, Clément, Emilie, (024) 777 846 137, emilie.clement@heig-vd.ch, FEMALE, EC, Assistant
EID_108234, Bauer, Julien, (024) 777 578 865, julien.bauer@heig-vd.ch, MALE, EC, Assistant
EID_108235, Belmondo, Marc, (024) 777 619 819, marc.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_108236, Durant, Guillaume, (024) 777 871 519, guillaume.durant@heig-vd.ch, MALE, TIC, Assistant
EID_108237, Smith, Bernadette, (024) 777 684 645, bernadette.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_108238, Delon, Lucien, (024) 777 554 378, lucien.delon@heig-vd.ch, MALE, TIC, Assistant
EID_108239, Simpson, Guillaume, (024) 777 306 483, guillaume.simpson@heig-vd.ch, MALE, EC, Professeur
EID_108240, Bauer, Guillaume, (024) 777 866 795, guillaume.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_108241, De Decker, Fabienne, (024) 777 179 347, fabienne.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_108242, Delon, Emma, (024) 777 155 860, emma.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108243, Dupont, Gilles, (024) 777 390 485, gilles.dupont@heig-vd.ch, MALE, COMEM, Administratif
EID_108244, Jones, Bernadette, (024) 777 835 581, bernadette.jones@heig-vd.ch, FEMALE, EC, Professeur
EID_108245, Jones, Dorothé, (024) 777 817 176, dorothe.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_108246, Bauer, Emilie, (024) 777 479 880, emilie.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_108247, Marchand, Didier, (024) 777 739 327, didier.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_108248, Bauer, Fabienne, (024) 777 127 288, fabienne.bauer@heig-vd.ch, FEMALE, DEPG, Administratif
EID_108249, Smith, Evelyne, (024) 777 193 191, evelyne.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_108250, Smith, Bernard, (024) 777 580 350, bernard.smith@heig-vd.ch, MALE, DEPG, Assistant
EID_108251, De Villiers, Gilles, (024) 777 797 267, gilles.devilliers@heig-vd.ch, MALE, TIC, Assistant
EID_108252, Jones, Henri, (024) 777 365 833, henri.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_108253, Dupond, Fabrice, (024) 777 603 163, fabrice.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_108254, Jones, Georgette, (024) 777 867 531, georgette.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108255, Simpson, Luc, (024) 777 658 158, luc.simpson@heig-vd.ch, MALE, TIN, Assistant
EID_108256, De Decker, Fabienne, (024) 777 879 814, fabienne.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_108257, Jones, Charles, (024) 777 111 293, charles.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_108258, Jones, Dorothé, (024) 777 829 106, dorothe.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108259, Marchand, Henriette, (024) 777 705 376, henriette.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_108260, Simpson, Albert, (024) 777 617 536, albert.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_108261, Delon, Emil, (024) 777 587 708, emil.delon@heig-vd.ch, MALE, TIC, Administratif
EID_108262, Durant, Anne, (024) 777 741 436, anne.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_108263, Dupond, Fabienne, (024) 777 593 239, fabienne.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_108264, De Decker, Emma, (024) 777 850 115, emma.dedecker@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108265, Jones, Irène, (024) 777 361 195, irene.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_108266, De Villiers, Brigitte, (024) 777 706 660, brigitte.devilliers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108267, Clément, Christine, (024) 777 739 700, christine.clement@heig-vd.ch, FEMALE, TIN, Administratif
EID_108268, Belmondo, Danièle, (024) 777 378 458, daniele.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108269, De Villiers, Christine, (024) 777 473 557, christine.devilliers@heig-vd.ch, FEMALE, TIC, Assistant
EID_108270, Bauer, Carole, (024) 777 108 752, carole.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_108271, Jones, Emma, (024) 777 361 238, emma.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108272, Simpson, Emilie, (024) 777 366 520, emilie.simpson@heig-vd.ch, FEMALE, TIN, Professeur
EID_108273, Durant, Marc, (024) 777 598 780, marc.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_108274, De Villiers, Frédéric, (024) 777 230 133, frederic.devilliers@heig-vd.ch, MALE, HEG, Administratif
EID_108275, Jones, Emilie, (024) 777 832 203, emilie.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108276, De Villiers, Bernadette, (024) 777 467 554, bernadette.devilliers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_108277, Dupont, Albert, (024) 777 823 606, albert.dupont@heig-vd.ch, MALE, EC, Professeur
EID_108278, Jones, Carine, (024) 777 819 435, carine.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_108279, Bauer, Carine, (024) 777 767 388, carine.bauer@heig-vd.ch, FEMALE, DEPG, Administratif
EID_108280, Smith, Henriette, (024) 777 459 406, henriette.smith@heig-vd.ch, FEMALE, HEG, Professeur
EID_108281, Smith, Christine, (024) 777 889 546, christine.smith@heig-vd.ch, FEMALE, TIN, Professeur
EID_108282, Dupont, Bernadette, (024) 777 232 467, bernadette.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108283, Delon, Carole, (024) 777 312 842, carole.delon@heig-vd.ch, FEMALE, HEG, Professeur
EID_108284, Durant, Anne, (024) 777 510 192, anne.durant@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108285, Delon, Aurore, (024) 777 167 651, aurore.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_108286, Belmondo, Emma, (024) 777 777 751, emma.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_108287, Durant, Didier, (024) 777 524 812, didier.durant@heig-vd.ch, MALE, TIC, Administratif
EID_108288, Simpson, Aurore, (024) 777 890 780, aurore.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108289, Simpson, Dorothé, (024) 777 618 577, dorothe.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_108290, Marchand, Fabienne, (024) 777 459 436, fabienne.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_108291, Clément, Henriette, (024) 777 730 141, henriette.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_108292, Bauer, Fabien, (024) 777 817 117, fabien.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_108293, Clément, Brigitte, (024) 777 596 337, brigitte.clement@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108294, Belmondo, Henriette, (024) 777 267 631, henriette.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108295, Dupont, Georgette, (024) 777 704 804, georgette.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108296, Dupont, Gontran, (024) 777 531 693, gontran.dupont@heig-vd.ch, MALE, COMEM, Etudiant
EID_108297, Dupond, Dorothé, (024) 777 288 450, dorothe.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108298, Simpson, Emil, (024) 777 492 413, emil.simpson@heig-vd.ch, MALE, COMEM, Assistant
EID_108299, Marchand, Dorothé, (024) 777 669 695, dorothe.marchand@heig-vd.ch, FEMALE, EC, Administratif
EID_108300, Marchand, Christine, (024) 777 743 796, christine.marchand@heig-vd.ch, FEMALE, TIN, Administratif
EID_108301, Clément, Jimmy, (024) 777 722 248, jimmy.clement@heig-vd.ch, MALE, EC, Assistant
EID_108302, Marchand, Lucien, (024) 777 232 138, lucien.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_108303, Dupond, Fabien, (024) 777 446 882, fabien.dupond@heig-vd.ch, MALE, TIN, Etudiant
EID_108304, Jones, Jimmy, (024) 777 369 215, jimmy.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_108305, Durant, Danièle, (024) 777 400 343, daniele.durant@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108306, Dupond, Luc, (024) 777 164 851, luc.dupond@heig-vd.ch, MALE, HEG, Etudiant
EID_108307, Marchand, Luc, (024) 777 737 306, luc.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_108308, Jones, Irène, (024) 777 235 757, irene.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_108309, De Villiers, Evelyne, (024) 777 659 882, evelyne.devilliers@heig-vd.ch, FEMALE, EC, Administratif
EID_108310, De Decker, Dylan, (024) 777 460 511, dylan.dedecker@heig-vd.ch, MALE, COMEM, Etudiant
EID_108311, Dupond, Gilles, (024) 777 651 183, gilles.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_108312, Clément, Gontran, (024) 777 760 299, gontran.clement@heig-vd.ch, MALE, DEPG, Etudiant
EID_108313, Marchand, Christine, (024) 777 561 772, christine.marchand@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108314, Durant, Danièle, (024) 777 385 664, daniele.durant@heig-vd.ch, FEMALE, TIN, Administratif
EID_108315, De Decker, Brigitte, (024) 777 378 247, brigitte.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108316, Marchand, Bernard, (024) 777 361 355, bernard.marchand@heig-vd.ch, MALE, COMEM, Professeur
EID_108317, De Decker, Amélie, (024) 777 709 668, amelie.dedecker@heig-vd.ch, FEMALE, TIN, Professeur
EID_108318, Bauer, Guillaume, (024) 777 313 672, guillaume.bauer@heig-vd.ch, MALE, TIN, Etudiant
EID_108319, Clément, Fabien, (024) 777 566 424, fabien.clement@heig-vd.ch, MALE, TIC, Professeur
EID_108320, Belmondo, Fabienne, (024) 777 795 245, fabienne.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_108321, Durant, Guillaume, (024) 777 616 412, guillaume.durant@heig-vd.ch, MALE, EC, Etudiant
EID_108322, Dupont, Jimmy, (024) 777 656 271, jimmy.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_108323, Dupond, Edgar, (024) 777 329 558, edgar.dupond@heig-vd.ch, MALE, HEG, Administratif
EID_108324, Belmondo, Frédéric, (024) 777 322 564, frederic.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_108325, Belmondo, Bernard, (024) 777 428 753, bernard.belmondo@heig-vd.ch, MALE, TIN, Administratif
EID_108326, Jones, Dylan, (024) 777 767 653, dylan.jones@heig-vd.ch, MALE, TIN, Assistant
EID_108327, Jones, Dorothé, (024) 777 406 602, dorothe.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_108328, Dupond, Edgar, (024) 777 612 887, edgar.dupond@heig-vd.ch, MALE, TIC, Assistant
EID_108329, Clément, Luc, (024) 777 158 651, luc.clement@heig-vd.ch, MALE, TIN, Administratif
EID_108330, Marchand, Bernadette, (024) 777 193 681, bernadette.marchand@heig-vd.ch, FEMALE, HEG, Administratif
EID_108331, Simpson, Carine, (024) 777 719 263, carine.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108332, Delon, Carine, (024) 777 728 241, carine.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_108333, Clément, Brigitte, (024) 777 126 533, brigitte.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_108334, Dupont, Cédric, (024) 777 373 227, cedric.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_108335, Belmondo, Luc, (024) 777 103 451, luc.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_108336, De Decker, Bernadette, (024) 777 513 233, bernadette.dedecker@heig-vd.ch, FEMALE, COMEM, Assistant
